DEPTH,A,B
4537.8624,4.2824,66.15708
4538.0148,4.84079,66.73645
4538.1672,2.22796,67.83906
4538.3196,2.67417,68.29635
4538.472,4.87816,66.76135
4538.6244,6.99429,65.29337
4538.7768,7.79613,65.49411
4538.9292,5.75924,64.44356
4539.0816,14.31213,63.74938
4539.234,16.00796,63.34896
4539.3864,14.6326,63.26694
4539.5388,16.28896,63.06349
4539.6912,16.91192,63.1848
4539.8436,18.92983,63.18346
4539.996,17.35863,63.15358
4540.1484,12.01752,63.36484
4540.3008,7.33617,64.38745
4540.4532,5.17998,66.3923
4540.6056,3.65377,68.89772
4540.758,3.91811,69.13208
4540.9104,3.38364,69.15004
4541.0628,4.18876,70.10342
4541.2152,2.44125,73.02091
4541.3676,1.56048,73.03173
4541.52,0.82559,73.69262
4541.6724,1.02838,73.48121
4541.8248,1.03659,73.73231
4541.9772,1.22661,73.565
4542.1296,1.24579,73.6267
4542.282,1.16593,73.49362
4542.4344,0.89662,73.63465
4542.5868,0.79872,74.14553
4542.7392,0.86217,74.37794
4542.8916,0.9258,75.22449
4543.044,0.84798,75.70494
4543.1964,0.78366,76.57091
4543.3488,0.765,77.7414
4543.5012,0.75036,78.51468
4543.6536,0.73676,78.71192
4543.806,0.70252,79.60355
4543.9584,0.67198,80.10126
4544.1108,0.62699,80.19904
4544.2632,0.59574,80.25695
4544.4156,0.58552,80.28917
4544.568,0.58757,80.45632
4544.7204,0.6354,78.66784
4544.8728,0.66241,76.04702
4545.0252,0.64599,75.92733
4545.1776,0.66595,75.86042
4545.33,0.79522,74.81005
4545.4824,0.96597,74.51659
4545.6348,1.05154,74.35087
4545.7872,0.98067,74.47779
4545.9396,0.93444,74.52101
4546.092,1.02019,74.54673
4546.2444,1.06904,74.09216
4546.3968,0.99485,73.42669
4546.5492,1.34934,72.60284
4546.7016,2.94873,71.41769
4546.854,3.15711,69.14803
4547.0064,3.31001,67.89582
4547.1588,3.68912,67.68133
4547.3112,8.31082,67.07697
4547.4636,14.55819,66.35606
4547.616,12.78877,66.21506
4547.7684,11.17638,63.87944
4547.9208,10.62156,63.52568
4548.0732,13.21392,63.91028
4548.2256,11.34123,63.88675
4548.378,7.72951,63.38575
4548.5304,5.06848,63.91888
4548.6828,7.32083,64.00032
4548.8352,14.65776,64.87497
4548.9876,22.053,65.17514
4549.14,35.58749,65.42181
4549.2924,46.17048,65.36043
4549.4448,45.09506,65.3251
4549.5972,33.00436,65.77502
4549.7496,24.84265,65.53465
4549.902,20.00449,65.88444
4550.0544,17.2656,65.68035
4550.2068,16.17043,66.06058
4550.3592,16.90729,65.27341
4550.5116,19.37613,65.62125
4550.664,24.51194,64.87183
4550.8164,28.03381,65.11406
4550.9688,49.85395,65.15219
4551.1212,33.4011,64.48675
4551.2736,22.12966,65.00339
4551.426,13.52809,64.61291
4551.5784,9.21419,64.37659
4551.7308,6.53878,65.37808
4551.8832,7.64527,66.08341
4552.0356,9.12548,67.8611
4552.188,11.26688,66.69579
4552.3404,5.33702,73.40532
4552.4928,3.19966,74.84961
4552.6452,2.29114,76.08957
4552.7976,1.97234,78.25658
4552.95,2.08308,80.19593
4553.1024,1.74111,80.54831
4553.2548,1.88758,79.95587
4553.4072,1.9581,76.93783
4553.5596,2.26429,72.99036
4553.712,2.18134,70.43276
4553.8644,2.28385,69.59544
4554.0168,3.00324,68.90181
4554.1692,4.4818,67.51997
4554.3216,5.81657,66.96008
4554.474,6.617,66.51443
4554.6264,6.7767,66.5789
4554.7788,6.09919,66.49965
4554.9312,5.01069,65.6662
4555.0836,5.36145,65.60573
4555.236,6.15125,65.5181
4555.3884,8.56566,65.82613
4555.5408,8.20276,65.90035
4555.6932,6.31231,65.3942
4555.8456,4.96146,65.9636
4555.998,3.91497,66.17217
4556.1504,3.38071,65.97128
4556.3028,4.61421,64.98699
4556.4552,6.91788,64.83687
4556.6076,6.27645,64.93319
4556.76,5.92181,65.37433
4556.9124,8.0306,65.42605
4557.0648,13.16018,65.43279
4557.2172,23.30433,65.50905
4557.3696,36.38891,65.57446
4557.522,49.77272,65.8685
4557.6744,47.17553,65.70086
4557.8268,35.4676,64.92203
4557.9792,23.44542,64.65777
4558.1316,14.27889,64.50809
4558.284,7.21423,64.32438
4558.4364,4.44292,64.16491
4558.5888,3.29549,64.16802
4558.7412,3.32208,64.32414
4558.8936,4.25685,64.22102
4559.046,3.10724,64.28717
4559.1984,2.12288,64.68414
4559.3508,1.66895,64.83867
4559.5032,1.98376,65.44464
4559.6556,2.54868,67.20544
4559.808,2.44559,70.35595
4559.9604,1.88153,72.56084
4560.1128,1.45917,71.5682
4560.2652,1.17085,75.36549
4560.4176,1.02487,77.52152
4560.57,1.07735,78.5622
4560.7224,1.30766,79.16784
4560.8748,1.01038,78.94067
4561.0272,0.75582,79.30375
4561.1796,0.67112,80.37137
4561.332,0.66082,81.34478
4561.4844,0.65036,81.32091
4561.6368,0.6484,81.37249
4561.7892,0.63172,81.37422
4561.9416,0.61363,81.15812
4562.094,0.55831,80.97841
4562.2464,0.49941,80.60235
4562.3988,0.43816,79.71581
4562.5512,0.48711,78.72972
4562.7036,0.61742,78.15569
4562.856,0.74539,78.02746
4563.0084,0.65997,76.78171
4563.1608,0.44401,73.87303
4563.3132,0.6849,70.55291
4563.4656,1.8073,70.02164
4563.618,1.98178,67.703
4563.7704,3.29572,66.4994
4563.9228,5.67893,63.97148
4564.0752,10.15088,60.89864
4564.2276,9.23714,61.03675
4564.38,4.42696,61.049
4564.5324,2.37838,61.58429
4564.6848,1.47971,62.06176
4564.8372,1.3242,63.88407
4564.9896,1.22744,63.6338
4565.142,1.34551,64.22907
4565.2944,1.26945,64.70669
4565.4468,1.67372,65.00863
4565.5992,1.43681,64.87147
4565.7516,1.10626,67.01674
4565.904,0.57979,68.77026
4566.0564,0.79123,70.30898
4566.2088,1.30171,72.55005
4566.3612,0.86588,75.50856
4566.5136,0.52408,77.15918
4566.666,0.3919,78.9357
4566.8184,0.36034,81.54409
4566.9708,0.36183,82.70711
4567.1232,0.34446,83.42702
4567.2756,0.31099,83.21881
4567.428,0.30319,82.63259
4567.5804,0.31812,82.55295
4567.7328,0.33001,80.40319
4567.8852,0.32818,78.16401
4568.0376,0.39353,74.71642
4568.19,0.46838,73.14971
4568.3424,0.4638,72.85144
4568.4948,0.47766,72.62153
4568.6472,0.56657,72.55301
4568.7996,0.63511,72.62735
4568.952,0.61352,71.6455
4569.1044,0.57965,74.36422
4569.2568,0.63804,76.51349
4569.4092,0.46416,78.32522
4569.5616,0.36608,80.56461
4569.714,0.34971,80.64572
4569.8664,0.36606,80.05593
4570.0188,0.39595,80.20382
4570.1712,0.39929,80.32952
4570.3236,0.40227,80.77307
4570.476,0.37959,80.9159
4570.6284,0.3752,80.69991
4570.7808,0.36678,81.20503
4570.9332,0.40282,80.91794
4571.0856,0.4381,80.68541
4571.238,0.36242,80.35409
4571.3904,0.34626,80.14701
4571.5428,0.31483,79.29021
4571.6952,0.32784,78.37112
4571.8476,0.31889,78.1306
4572.0,0.35302,75.6363
4572.1524,0.48444,72.8444
4572.3048,0.54823,70.47738
4572.4572,0.59,67.91727
4572.6096,0.81278,65.52304
4572.762,2.09229,63.92735
4572.9144,3.05804,63.08491
4573.0668,4.72856,62.25964
4573.2192,4.79321,62.22507
4573.3716,5.20043,61.97206
4573.524,6.75816,61.4275
4573.6764,11.61364,61.64809
4573.8288,21.07339,61.26221
4573.9812,41.96697,61.05632
4574.1336,227.0424,61.02291
4574.286,84.63029,60.29005
4574.4384,89.55686,59.89265
4574.5908,75.74708,60.17084
4574.7432,57.98377,59.58209
4574.8956,60.67452,58.82082
4575.048,55.36116,59.73653
4575.2004,50.95445,59.98235
4575.3528,48.08361,60.85341
4575.5052,48.92134,60.90986
4575.6576,45.6439,62.18786
4575.81,42.43346,61.29565
4575.9624,38.32186,61.34383
4576.1148,35.38463,61.79311
4576.2672,33.71637,60.54779
4576.4196,35.85782,60.6377
4576.572,36.54518,60.00756
4576.7244,38.54668,60.9173
4576.8768,38.01925,60.62192
4577.0292,35.49885,60.52746
4577.1816,30.56029,61.62303
4577.334,26.2065,62.26665
4577.4864,23.83875,62.62073
4577.6388,25.43995,61.71112
4577.7912,31.04614,62.35635
4577.9436,32.93243,61.81512
4578.096,34.06281,61.90912
4578.2484,38.30269,61.81579
4578.4008,41.63354,60.86682
4578.5532,42.88839,60.93394
4578.7056,41.71815,61.65857
4578.858,38.96115,61.41735
4579.0104,35.79833,62.00845
4579.1628,34.47419,61.83359
4579.3152,33.49825,62.88213
4579.4676,31.36747,63.41105
4579.62,29.9066,64.05643
4579.7724,29.81533,63.60923
4579.9248,31.58477,64.16229
4580.0772,33.19921,64.47703
4580.2296,34.57251,64.43231
4580.382,34.31729,64.5699
4580.5344,33.78631,64.45974
4580.6868,33.98763,64.4965
4580.8392,34.2348,64.43877
4580.9916,35.42047,64.4855
4581.144,35.85336,64.14949
4581.2964,36.84103,62.88164
4581.4488,38.89318,62.31715
4581.6012,40.99733,62.01787
4581.7536,41.2553,61.99684
4581.906,42.71448,61.99205
4582.0584,44.45611,61.72386
4582.2108,45.54969,61.07567
4582.3632,45.65284,61.06647
4582.5156,49.711,61.13172
4582.668,53.70176,61.12109
4582.8204,54.25485,61.43433
4582.9728,53.81703,61.96045
4583.1252,54.53278,62.02128
4583.2776,55.07798,62.62217
4583.43,51.06121,63.99447
4583.5824,47.3998,64.43932
4583.7348,43.9583,64.79765
4583.8872,45.97782,65.07023
4584.0396,46.01953,65.06392
4584.192,46.24508,65.30642
4584.3444,46.60029,65.87527
4584.4968,48.08204,66.72679
4584.6492,48.70394,66.74404
4584.8016,46.48972,66.84529
4584.954,43.63622,66.88994
4585.1064,42.04619,66.95718
4585.2588,41.19514,67.07901
4585.4112,38.91827,67.36876
4585.5636,37.61905,67.60266
4585.716,34.51464,67.93428
4585.8684,33.58496,67.96025
4586.0208,33.98954,67.79173
4586.1732,35.14029,67.32145
4586.3256,35.65767,66.21475
4586.478,33.60278,64.78308
4586.6304,36.19267,64.28436
4586.7828,44.33585,63.94341
4586.9352,59.24147,63.10095
4587.0876,68.92424,62.93449
4587.24,66.1888,63.032
4587.3924,65.17801,63.43488
4587.5448,61.19913,63.78455
4587.6972,57.72534,64.07082
4587.8496,55.35132,64.30939
4588.002,57.16594,64.86488
4588.1544,54.2742,65.31029
4588.3068,48.24782,65.39414
4588.4592,42.48576,65.48378
4588.6116,42.53692,65.49987
4588.764,43.71013,64.99253
4588.9164,46.77434,63.61965
4589.0688,49.73979,62.86969
4589.2212,51.68784,62.64826
4589.3736,57.12316,62.30749
4589.526,61.37335,62.0457
4589.6784,58.22805,60.67343
4589.8308,56.50246,60.37558
4589.9832,57.50782,60.66581
4590.1356,57.35149,60.66014
4590.288,58.32088,60.83866
4590.4404,58.70783,61.11225
4590.5928,59.06826,61.51294
4590.7452,59.46058,61.85794
4590.8976,59.82665,61.71319
4591.05,59.64335,62.49135
4591.2024,59.72338,62.60885
4591.3548,60.84539,62.78929
4591.5072,59.309,63.22223
4591.6596,57.11817,63.20708
4591.812,54.86152,63.8018
4591.9644,53.82683,64.44786
4592.1168,53.50973,64.81395
4592.2692,56.58993,64.78359
4592.4216,61.5865,65.1122
4592.574,55.93807,65.58991
4592.7264,52.02687,66.01361
4592.8788,48.02163,66.03337
4593.0312,48.08435,66.12798
4593.1836,49.59867,66.00474
4593.336,49.32088,65.97009
4593.4884,47.53444,65.58628
4593.6408,46.14643,65.36488
4593.7932,44.9297,65.06614
4593.9456,43.93534,64.54801
4594.098,48.47784,64.29439
4594.2504,51.11344,64.08012
4594.4028,57.87333,63.92183
4594.5552,56.67693,63.92384
4594.7076,56.95189,63.8827
4594.86,57.31977,63.89346
4595.0124,58.00199,63.99428
4595.1648,59.57013,63.94439
4595.3172,61.25158,64.24434
4595.4696,59.06669,64.17418
4595.622,57.67128,64.4335
4595.7744,58.23045,64.53628
4595.9268,58.41454,64.59145
4596.0792,59.34352,64.55975
4596.2316,57.10846,64.72897
4596.384,50.83868,64.69264
4596.5364,47.29199,65.03463
4596.6888,47.87681,64.57636
4596.8412,49.15046,65.19462
4596.9936,50.20871,64.74226
4597.146,55.17741,65.12561
4597.2984,50.90075,65.45787
4597.4508,47.42282,65.66081
4597.6032,48.37576,65.64889
4597.7556,48.36407,65.75124
4597.908,46.33767,66.33987
4598.0604,42.88884,66.90314
4598.2128,38.30049,66.72703
4598.3652,36.04541,66.7569
4598.5176,36.41749,67.58269
4598.67,37.0721,68.47667
4598.8224,36.83674,69.23886
4598.9748,33.62552,68.73682
4599.1272,30.80302,69.35133
4599.2796,27.5524,69.58712
4599.432,30.48011,69.63567
4599.5844,31.17247,69.50763
4599.7368,31.03416,69.56347
4599.8892,30.81017,69.64409
4600.0416,32.05688,69.42573
4600.194,33.96309,69.06826
4600.3464,35.29247,68.78431
4600.4988,34.68132,68.61737
4600.6512,34.06216,68.5102
4600.8036,35.37362,68.55117
4600.956,36.82211,68.81817
4601.1084,37.29766,69.0693
4601.2608,35.6575,69.0287
4601.4132,35.15129,69.09749
4601.5656,34.13057,69.41009
4601.718,32.65707,69.67603
4601.8704,30.9114,69.8644
4602.0228,29.3431,69.84157
4602.1752,28.72635,69.76854
4602.3276,30.41727,69.49632
4602.48,36.02178,69.63415
4602.6324,39.98185,68.1403
4602.7848,38.5051,67.67947
4602.9372,34.47933,67.20919
4603.0896,39.3078,67.14893
4603.242,45.96454,67.16521
4603.3944,56.23833,67.25793
4603.5468,62.74936,66.29001
4603.6992,64.88891,66.30238
4603.8516,56.51246,66.65327
4604.004,54.74497,66.54933
4604.1564,57.52416,66.77619
4604.3088,57.23927,67.42377
4604.4612,52.08437,67.50363
4604.6136,49.89445,67.52484
4604.766,48.86362,67.76941
4604.9184,48.96698,67.86335
4605.0708,48.83816,68.21698
4605.2232,47.51193,68.52056
4605.3756,44.95253,68.49368
4605.528,44.07896,68.69427
4605.6804,42.20846,68.87794
4605.8328,41.68108,69.52043
4605.9852,39.55178,69.94983
4606.1376,38.26259,70.11287
4606.29,36.19914,70.17956
4606.4424,34.74934,70.63204
4606.5948,33.8205,70.74993
4606.7472,34.16135,70.77803
4606.8996,35.70028,70.56733
4607.052,36.08243,70.59256
4607.2044,36.22361,70.34046
4607.3568,33.91807,70.43297
4607.5092,37.77613,69.88357
4607.6616,40.70856,69.55737
4607.814,46.41393,69.22023
4607.9664,45.86461,68.67056
4608.1188,44.04495,68.21342
4608.2712,43.32556,68.18848
4608.4236,43.86975,68.14249
4608.576,44.72356,68.08354
4608.7284,46.04089,68.27618
4608.8808,45.54947,68.33875
4609.0332,44.63603,68.52965
4609.1856,44.39063,68.28261
4609.338,43.18966,68.09262
4609.4904,44.39151,67.9843
4609.6428,48.73041,68.00499
4609.7952,50.16969,67.8547
4609.9476,54.35639,67.92428
4610.1,54.19792,67.52576
4610.2524,53.55259,67.35641
4610.4048,47.48289,67.31938
4610.5572,44.46247,67.17902
4610.7096,44.66872,65.77742
4610.862,44.62999,65.30959
4611.0144,44.77773,65.13994
4611.1668,47.70276,64.75284
4611.3192,44.12555,63.76172
4611.4716,41.74351,63.92314
4611.624,42.60524,63.79866
4611.7764,41.53164,63.7331
4611.9288,36.15078,64.097
4612.0812,35.79763,64.63708
4612.2336,39.15227,65.2343
4612.386,39.28635,65.47238
4612.5384,38.10528,65.69806
4612.6908,38.09696,66.08664
4612.8432,36.84616,66.4877
4612.9956,39.06141,66.33588
4613.148,39.21891,66.21661
4613.3004,42.19921,66.18677
4613.4528,41.5165,66.19241
4613.6052,40.98951,66.11578
4613.7576,40.19129,66.23764
4613.91,40.28046,66.23237
4614.0624,42.97468,66.30458
4614.2148,49.90468,66.28568
4614.3672,54.92457,66.15471
4614.5196,52.53348,65.61448
4614.672,48.50893,65.13448
4614.8244,46.9052,64.7216
4614.9768,51.28487,64.70066
4615.1292,57.77739,64.40384
4615.2816,66.6394,63.31104
4615.434,72.16441,62.69096
4615.5864,77.7494,62.05018
4615.7388,83.29906,61.62358
4615.8912,72.3685,61.46585
4616.0436,65.50484,61.43031
4616.196,62.98676,61.21362
4616.3484,69.07046,61.61559
4616.5008,68.34737,61.91811
4616.6532,62.14766,62.51585
4616.8056,57.4858,63.11692
4616.958,53.55929,63.15486
4617.1104,57.77405,62.89213
4617.2628,54.97669,62.61223
4617.4152,56.10148,61.52223
4617.5676,60.33517,60.90538
4617.72,64.08315,60.73561
4617.8724,71.98535,60.80425
4618.0248,76.7906,61.07646
4618.1772,83.64905,60.34839
4618.3296,70.22388,59.94758
4618.482,64.27609,59.53305
4618.6344,61.28731,59.33279
4618.7868,59.74866,58.91915
4618.9392,51.82906,59.13803
4619.0916,51.26804,59.74485
4619.244,43.08487,60.02119
4619.3964,42.76413,59.94809
4619.5488,46.86847,60.19913
4619.7012,53.04444,60.22004
4619.8536,58.53804,60.49253
4620.006,55.80333,60.22059
4620.1584,56.74083,60.60098
4620.3108,54.01016,60.69815
4620.4632,57.74225,60.79343
4620.6156,65.08469,61.06796
4620.768,70.05224,61.16257
4620.9204,69.17564,61.65293
4621.0728,65.75857,61.76964
4621.2252,63.50584,61.83432
4621.3776,62.89955,62.04451
4621.53,65.1923,62.16722
4621.6824,67.16294,62.11851
4621.8348,67.42899,62.44569
4621.9872,64.16584,62.29051
4622.1396,62.59248,61.96154
4622.292,66.88507,61.82222
4622.4444,72.40126,61.48106
4622.5968,79.16864,61.27739
4622.7492,81.99002,61.12444
4622.9016,81.00475,60.84978
4623.054,82.23749,61.01145
4623.2064,81.88548,60.81918
4623.3588,79.53576,60.76834
4623.5112,80.14858,60.66111
4623.6636,85.20231,60.24546
4623.816,88.03736,60.23025
4623.9684,83.94788,60.08404
4624.1208,81.3597,59.94739
4624.2732,88.68066,59.90756
4624.4256,94.73291,59.67393
4624.578,100.0504,59.9488
4624.7304,110.0291,60.13984
4624.8828,102.3866,60.48546
4625.0352,132.6955,60.97408
4625.1876,123.881,61.2352
4625.34,118.8495,60.90989
4625.4924,103.0272,61.44524
4625.6448,94.01749,60.71345
4625.7972,83.59187,60.34942
4625.9496,73.38618,58.89056
4626.102,56.62118,57.92096
4626.2544,57.80497,57.50698
4626.4068,57.97094,55.97844
4626.5592,62.08447,55.75959
4626.7116,45.51723,56.0821
4626.864,40.25781,56.59761
4627.0164,26.29699,57.13391
4627.1688,26.45235,57.58343
4627.3212,14.29988,60.52977
4627.4736,9.38971,61.65616
4627.626,8.05292,62.62619
4627.7784,7.57133,63.17571
4627.9308,10.36731,63.34585
4628.0832,12.81804,63.73289
4628.2356,32.77772,64.06978
4628.388,43.17312,64.74037
4628.5404,29.82318,64.48175
4628.6928,21.71196,64.29662
4628.8452,19.76073,64.1088
4628.9976,20.0511,64.41107
4629.15,24.25726,64.60413
4629.3024,27.5097,65.11738
4629.4548,29.88905,65.71896
4629.6072,29.86436,65.99478
4629.7596,26.44571,66.64668
4629.912,24.69028,67.48507
4630.0644,23.35236,67.39835
4630.2168,22.72088,67.68392
4630.3692,22.99256,67.78002
4630.5216,23.32021,68.40733
4630.674,23.24724,67.99335
4630.8264,22.82908,68.0758
4630.9788,22.20759,68.28297
4631.1312,21.3662,68.29504
4631.2836,21.20358,68.48384
4631.436,21.16497,68.53827
4631.5884,21.35839,68.51377
4631.7408,21.69816,68.31031
4631.8932,21.48469,68.29785
4632.0456,21.70733,68.32638
4632.198,22.55331,68.29355
4632.3504,22.41017,68.16843
4632.5028,22.02974,68.16258
4632.6552,21.56342,68.03313
4632.8076,21.35155,67.83751
4632.96,21.96865,67.94352
4633.1124,22.86151,67.97586
4633.2648,22.07041,67.9818
4633.4172,21.47701,67.82571
4633.5696,20.69183,67.431
4633.722,20.73654,67.33623
4633.8744,20.985,67.33892
4634.0268,21.57605,67.29094
4634.1792,23.33398,67.36257
4634.3316,25.86018,67.45474
4634.484,22.95316,67.38534
4634.6364,21.47856,67.71714
4634.7888,19.12119,67.29969
4634.9412,17.47168,67.08483
4635.0936,16.41802,66.61773
4635.246,18.96426,66.4589
4635.3984,28.07732,66.20271
4635.5508,22.6136,65.48753
4635.7032,20.18438,65.87033
4635.8556,19.31892,65.31233
4636.008,29.20583,67.33925
4636.1604,46.69917,68.1167
4636.3128,81.98879,68.17215
4636.4652,87.77834,68.64008
4636.6176,69.44672,69.25513
4636.77,60.92723,69.45502
4636.9224,28.64485,69.16339
4637.0748,16.97421,70.2019
4637.2272,19.89007,69.41677
4637.3796,20.8713,69.08825
4637.532,19.31676,68.76203
4637.6844,18.4904,68.50721
4637.8368,17.57275,68.24256
4637.9892,17.49144,68.59826
4638.1416,17.84373,68.71445
4638.294,18.42276,68.72179
4638.4464,18.67107,68.76779
4638.5988,18.65421,68.95143
4638.7512,18.46953,69.25681
4638.9036,18.38699,69.1294
4639.056,18.35128,69.37623
4639.2084,18.76501,69.48523
4639.3608,18.25816,69.70182
4639.5132,17.70526,69.61641
4639.6656,17.72583,69.68082
4639.818,18.32273,69.40857
4639.9704,18.49096,69.49824
4640.1228,19.26247,69.44015
4640.2752,18.11146,69.24071
4640.4276,17.88014,69.26059
4640.58,18.08366,69.03863
4640.7324,18.61964,69.03403
4640.8848,18.56208,69.26385
4641.0372,18.72637,69.44344
4641.1896,18.8318,69.34916
4641.342,18.84627,69.59697
4641.4944,19.04299,69.67634
4641.6468,19.17138,69.67609
4641.7992,19.09751,69.70971
4641.9516,18.8306,69.74824
4642.104,18.48445,69.65308
4642.2564,18.60188,69.56667
4642.4088,19.39067,69.6496
4642.5612,21.04275,69.72702
4642.7136,20.89617,69.42149
4642.866,20.35954,68.98868
4643.0184,20.722,68.91644
4643.1708,21.44957,67.6809
4643.3232,22.29884,67.11803
4643.4756,22.88668,66.72154
4643.628,23.14825,66.54979
4643.7804,22.00029,66.61691
4643.9328,20.96914,66.68091
4644.0852,20.67241,66.38437
4644.2376,22.48559,66.31354
4644.39,23.33905,66.37435
4644.5424,25.09649,66.47779
4644.6948,25.83514,66.55363
4644.8472,24.75682,66.78906
4644.9996,23.90996,66.67927
4645.152,25.18546,66.91424
4645.3044,26.27167,66.68021
4645.4568,28.81518,67.05493
4645.6092,26.89765,66.74416
4645.7616,24.74609,66.58758
4645.914,22.38061,66.09079
4646.0664,20.3219,65.46921
4646.2188,19.63668,65.15871
4646.3712,20.87421,63.16038
4646.5236,25.25719,61.95551
4646.676,30.70579,61.6935
4646.8284,28.6727,61.64486
4646.9808,22.56628,60.58915
4647.1332,34.0391,59.49275
4647.2856,60.6411,59.20514
4647.438,72.57159,59.49291
4647.5904,109.0591,59.48248
4647.7428,185.1523,59.59206
4647.8952,212.6455,59.03546
4648.0476,225.8349,58.83368
4648.2,275.0251,58.58981
4648.3524,270.0045,58.37176
4648.5048,309.3428,57.89368
4648.6572,454.8426,57.57675
4648.8096,322.9948,57.46958
4648.962,233.5645,57.51878
4649.1144,161.6978,57.52643
4649.2668,131.012,57.76295
4649.4192,95.97845,57.72327
4649.5716,90.25121,58.24076
4649.724,99.75016,58.58747
4649.8764,117.9494,59.1074
4650.0288,187.2975,59.04372
4650.1812,270.6105,59.15635
4650.3336,153.9401,59.57831
4650.486,93.98484,59.01419
4650.6384,68.32798,59.56292
4650.7908,55.72825,60.86698
4650.9432,61.53469,61.09655
4651.0956,62.55637,61.23252
4651.248,61.25253,61.21454
4651.4004,56.60126,61.30973
4651.5528,54.13391,60.98451
4651.7052,56.82957,61.2103
4651.8576,50.87138,60.73878
4652.01,49.71479,60.13012
4652.1624,52.01656,59.4598
4652.3148,65.16132,59.02434
4652.4672,77.4335,59.12294
4652.6196,80.8404,59.1465
4652.772,77.64165,59.29189
4652.9244,66.66391,59.57316
4653.0768,56.49388,60.17834
4653.2292,58.74321,60.34104
4653.3816,58.96497,60.09739
4653.534,57.56643,60.15478
4653.6864,56.59454,60.84229
4653.8388,56.48558,61.02355
4653.9912,55.64578,60.92254
4654.1436,56.24122,60.49506
4654.296,56.79853,60.15182
4654.4484,56.91112,60.07251
4654.6008,59.75659,60.06209
4654.7532,60.49601,59.88177
4654.9056,63.91098,59.61358
4655.058,66.32262,59.4242
4655.2104,67.85268,59.27089
4655.3628,70.3326,59.15473
4655.5152,72.59172,58.71314
4655.6676,77.44719,59.43253
4655.82,71.89577,59.26458
4655.9724,62.73439,59.25821
4656.1248,62.46569,59.53268
4656.2772,66.24966,59.54646
4656.4296,63.7775,60.86661
4656.582,59.14338,61.50221
4656.7344,55.07265,61.76257
4656.8868,56.43431,61.99672
4657.0392,55.9087,61.91878
4657.1916,57.17414,62.47653
4657.344,53.81112,62.59266
4657.4964,51.88554,62.97192
4657.6488,50.80665,62.26531
4657.8012,54.51669,62.32736
4657.9536,57.97988,61.95191
4658.106,63.72198,62.22013
4658.2584,67.49029,62.36083
4658.4108,70.6875,62.40247
4658.5632,62.75203,62.50253
4658.7156,54.52396,63.94518
4658.868,49.90264,63.88651
4659.0204,49.69107,64.62912
4659.1728,51.37065,65.01792
4659.3252,50.92673,65.65008
4659.4776,38.53606,66.71389
4659.63,30.52486,66.68174
4659.7824,26.72538,66.59612
4659.9348,28.90599,66.34027
4660.0872,31.11724,66.4831
4660.2396,32.02657,66.82054
4660.392,33.51357,66.34618
4660.5444,35.15015,66.24782
4660.6968,37.46025,65.83979
4660.8492,36.23487,65.89566
4661.0016,32.81954,65.28078
4661.154,29.41085,65.43751
4661.3064,29.48059,65.32791
4661.4588,30.48144,65.08903
4661.6112,32.18372,64.13809
4661.7636,35.13497,63.82317
4661.916,41.27455,63.68348
4662.0684,47.2103,63.40889
4662.2208,44.87424,63.80183
4662.3732,52.12999,64.55009
4662.5256,45.40976,66.3307
4662.678,40.39619,66.68091
4662.8304,29.28222,66.90022
4662.9828,23.52671,67.9825
4663.1352,23.15514,69.7942
4663.2876,22.66869,71.05226
4663.44,20.43598,72.01324
4663.5924,18.91464,72.00757
4663.7448,17.79194,72.00037
4663.8972,17.52935,72.06862
4664.0496,17.69023,72.07243
4664.202,17.73278,72.07005
4664.3544,19.84271,72.01961
4664.5068,22.22918,70.68672
4664.6592,22.78268,70.18995
4664.8116,23.59887,69.84321
4664.964,25.44063,69.71346
4665.1164,25.59136,69.22633
4665.2688,24.62051,69.44581
4665.4212,24.24706,69.42171
4665.5736,24.07748,69.29256
4665.726,24.76267,69.16988
4665.8784,24.28174,68.84033
4666.0308,24.40291,69.269
4666.1832,24.67434,69.27656
4666.3356,25.23009,68.81399
4666.488,25.27018,69.26498
4666.6404,24.80552,69.92773
4666.7928,24.39458,70.50816
4666.9452,24.2132,70.60555
4667.0976,24.29341,70.61957
4667.25,23.85324,70.61655
4667.4024,23.55461,70.63649
4667.5548,22.43175,71.15422
4667.7072,21.78549,71.78333
4667.8596,21.53041,71.81777
4668.012,21.23293,71.82222
4668.1644,21.29126,71.86129
4668.3168,20.7759,71.86288
4668.4692,20.75696,71.65677
4668.6216,21.83714,71.62517
4668.774,23.06586,70.74932
4668.9264,24.01077,70.47128
4669.0788,22.76532,70.86408
4669.2312,21.21972,70.73917
4669.3836,23.34815,70.66294
4669.536,25.99883,70.66392
4669.6884,27.22792,70.68388
4669.8408,26.25758,70.34629
4669.9932,25.91443,70.06697
4670.1456,26.78941,70.42599
4670.298,27.60647,70.41551
4670.4504,28.0207,70.50722
4670.6028,29.53857,70.44608
4670.7552,28.54251,70.47345
4670.9076,25.77923,70.38304
4671.06,23.07808,71.73727
4671.2124,22.82319,73.5234
4671.3648,23.24689,73.99617
4671.5172,22.82371,74.03101
4671.6696,20.83393,74.1561
4671.822,19.06067,74.22352
4671.9744,18.31724,74.15738
4672.1268,19.40065,74.9908
4672.2792,20.02616,75.70141
4672.4316,20.77976,75.89947
4672.584,20.44134,75.97268
4672.7364,20.0246,76.00066
